Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Quality_label
0.256759639,0.084184462,0.571423545,103.87131,0.827784194,0.175007232,146.453658,0.1180769,887.6112567,19.39892909,8.91E-06,0.000123578,0.100322326,1.961118076,0.155037215,58.59709956,0.325743533,0.215174191,160.8442338,0.23423781,Pass
0.064613898,33.05847903,5.006198068,2.707557017,1.031281579,0.314162296,146.453658,0.1180769,887.6112567,19.39892909,0.004936611,6.294951997,0.076869008,4.499466562,0.125809973,314.9691118,2.348328279,1.240022572,1191.823259,20.9089145,Fail
2.229438711,0.052129475,1034.773957,1.201750158,0.923947288,0.212694055,146.453658,0.1180769,887.6112567,19.39892909,0.119428713,3.380306603,21.64900869,2.799439918,0.087941434,272.6860685,0.200988435,0.124477358,6.462789039,6.158170674,Fail
117.5854975,0.111458528,0.028756592,21.20629356,0.000156665,0.000414358,2286.523413,0.035407171,0.593081227,517.1976103,0.009196638,6829.591462,0.040179742,2.143609114,5.90978186,0.202028287,0.657507743,0.352143773,25.80878661,0.402005301,Good
1.974945813,2.511695707,0.001805885,0.000668816,0.000156665,0.000414358,2286.523413,0.035407171,0.593081227,517.1976103,4.691211382,0.166714311,2.47592831,0.547819133,1.687509075,0.15888046,0.070086354,0.034395038,76.60462528,31.12978071,Pass
6.589742492,22.74180887,610.2516452,0.261383019,0.00014036,0.000414358,2286.523413,0.035407171,0.593081227,517.1976103,28454.04776,0.005001523,0.053612611,6.052951615,32.38162871,0.0669022,0.733771836,0.307110779,23.37836777,2.700328068,Good
4.792842608,0.240594926,0.010573329,0.505034037,0.00014036,0.000414358,2286.523413,0.035407171,0.593081227,517.1976103,0.133474639,0.07737108,1428.419036,7.231874925,4.517834398,2.127946801,0.106351128,0.426495987,30.68570021,13653.0238,Pass
0.05325178,2.157815305,0.273535878,2.247033428,0.00024316,0.000414358,2286.523413,0.035407171,0.593081227,517.1976103,2.82E-06,0.000549472,0.461514756,8.640415167,2.64026806,6.742188482,0.111123565,0.027632226,113.7806982,0.077296779,Pass
0.71917574,12511.85513,8.569471081,16.57768039,0.000195179,0.000414358,2286.523413,0.035407171,0.593081227,517.1976103,0.002422054,20.15594901,436.7812644,2.34308178,10.73430647,0.085071108,2.400439924,3.808151469,291.156104,11.8416076,Pass
50.37494406,4.177125676,0.019094207,3.849468316,0.000338129,0.000612033,2286.523413,0.035407171,0.593081227,517.1976103,2.398476289,0.021175837,293.6756701,473.6068269,188.3415677,4.590438588,0.234366375,6.405146089,160.8442338,2.151038592,Fail
0.235611285,19.97918934,5.957685643,0.908272178,0.000338129,0.000743831,2286.523413,0.035407171,0.593081227,517.1976103,265.6512652,0.001253388,509.9553423,1.457798735,3.666143152,0.222407208,0.388268421,0.892914141,0.174831974,0.166534611,Excellent
0.149530385,486.5567863,1.332599171,1.286407377,0.000338129,0.000743831,2286.523413,0.035407171,0.593081227,517.1976103,0.137909706,0.054041967,0.093889229,7.231874925,3.1579757,3.787745822,0.0244397,0.333388052,7.876382177,0.081818871,Good
0.102431491,0.017974099,32.66746816,273.9550088,0.00024316,0.000503588,2286.523413,0.035407171,0.593081227,517.1976103,0.156696373,0.753725517,2.595437964,1.184495043,0.002759426,16995.73917,16.92940961,0.121117074,3.659636301,0.998401199,Fail
0.676502025,0.068053063,8.899747423,0.080104107,0.00014036,0.000414358,2286.523413,0.035407171,0.593081227,517.1976103,136.7065661,1.545461259,3943.397362,6.052951615,8.454598232,0.554175459,0.132453194,0.100002403,2.072315493,10.27260195,Good
0.053460782,11.895641,6.487212305,4.394043473,0.221389157,0.11848334,0.002464895,162.407923,887.6112567,0.052625471,0.01129718,4.909108613,0.001114343,44.15384872,7.964760488,16.01146173,0.083539089,0.660807254,1134.318869,1975.595624,Pass
0.238328679,0.002321059,5.92446665,1.267410779,0.53333105,1.230409133,0.600826895,17.8500214,6.783966878,0.073077532,3.101009352,3.201967238,6.560465108,8.900516876,34.3731191,0.108174222,40.73081954,30.4770913,0.01753696,0.519213707,Good
0.040740997,274.2424589,6.7313848,0.113173518,0.595287734,1.230409133,0.600826895,17.8500214,6.783966878,0.073077532,2366.587187,0.037877156,0.281276916,0.907000844,9.246414441,0.024389634,3.890411819,4.871684238,8.912889688,8.661721463,Excellent
0.005034924,0.291259015,127.8865329,0.814655611,0.664441881,1.230409133,0.600826895,17.8500214,6.783966878,0.073077532,0.133222684,0.034453805,15.67477471,4.367977689,10.73430647,0.222407208,0.12676471,1.461300509,2.231880431,866.2891298,Good
184.1353117,0.26235987,133.6403227,3.573128762,0.595287734,1.230409133,0.600826895,17.8500214,6.783966878,0.073077532,1011.915585,0.000917793,1666.730905,2.34308178,21.32342245,0.028171522,35.7051571,26.57960741,0.044875738,0.490517004,Good
4.770815829,0.031348745,0.00037583,8.627123706,0.477822728,1.230409133,0.600826895,17.8500214,6.783966878,0.073077532,0.597678859,0.552472567,0.189489936,14.30556799,124.02362,0.031013229,2.013884569,2.391494411,0.16639649,23.42694462,Good
304.1032273,274.1934832,0.002803834,0.045638774,0.221389157,0.258496524,0.002464895,72.75978458,887.6112567,0.019653159,253.2966861,0.001521869,38.36731998,2025.667706,3404.697242,0.457271291,1896.832542,110.2981135,1.465949373,7.514048755,Fail
0.184570653,1.380827645,1.836606729,3.832559838,0.664441881,1.495370817,0.600826895,17.8500214,0.051849508,0.037897287,0.011913541,12.61242432,2.585920591,0.302708662,2.343190047,0.035822179,0.028498375,0.010038555,4.460101352,3.798122985,Pass
0.085050552,0.578340896,0.968767134,0.239316054,0.664441881,1.495370817,0.600826895,17.8500214,0.051849508,0.037897287,46.53608049,2.228944196,0.717911571,3.152053792,26.27712215,0.034141583,0.01646339,0.282904651,0.019844769,0.004254663,Pass
0.708244084,1.035395592,3.548035664,89.24453067,9.289205427,7.117766557,2.374034794,14.6035953,0.593081227,0.052625471,0.039919781,231.3736113,31.94843745,0.077359998,0.46769277,0.052613683,0.954872616,10.1993826,0.35812366,1.975195462,Excellent
13.97501081,0.184467611,0.627346345,1.206143877,9.289205427,5.856584117,2.374034794,14.6035953,0.593081227,0.052625471,0.000231183,21.1681758,12.42319098,1.021245512,0.875232273,1.254322011,1003.690985,79.42334878,1.658863772,4.255525405,Pass
3.141290712,0.073362065,0.108669907,0.005445831,9.289205427,5.856584117,2.374034794,14.6035953,0.593081227,0.052625471,9.079477175,627288.5371,0.742611691,0.031775905,0.122111043,0.108174222,0.750054933,0.778726129,0.733576092,75.14556154,Pass
0.105380266,0.00173619,0.792433696,35.69588791,7.456215243,5.856584117,2.374034794,14.6035953,0.593081227,0.052625471,4.495980522,24.37662662,5.868581203,0.260988735,0.368366087,0.554175459,2.508158098,0.822535647,0.058902463,0.24099223,Excellent
0.993477318,13.38586193,0.001665394,0.46530071,6.680183174,4.818868004,2.374034794,14.6035953,0.593081227,0.052625471,2.741881819,0.00116355,7.562839323,0.098075694,0.228516524,0.244841784,0.138396944,0.059455989,145.6974986,84.19523207,Good
0.055419445,0.111326211,1.477280713,0.017427647,6.680183174,4.818868004,2.374034794,14.6035953,0.593081227,0.052625471,434.6159209,2694.632787,0.290969289,0.253361805,1.637894747,0.047792751,29.30506222,26.57960741,0.047150717,0.017132519,Good
0.061914004,12.38020879,7.809399415,19.9370428,9.289205427,7.117766557,2.374034794,14.6035953,0.593081227,0.052625471,2.98917158,0.111253845,0.028765387,3.879340871,2.207431624,2.457908898,43.50300416,104.4234657,1.037007913,0.247941419,Good
63.60333799,0.08636587,0.00242742,0.152104477,0.127792692,0.044684871,146.453658,0.1180769,887.6112567,0.271728615,6.747381627,0.654178622,61.20960261,2.717631286,6.088798159,0.269539372,17.68910581,73.16328925,0.518929388,0.091672198,Good
2.167704612,145.0312588,0.000166958,0.021890041,9.289205427,10.51338213,2.374034794,14.6035953,0.051849508,0.195680478,0.007979646,0.00032136,0.70617361,0.117177734,2.487297698,0.006992436,4.845246871,2.391494411,10.59709877,730.4434828,Good
9.596588049,10.19080568,0.853184708,7.429776222,14.41779441,10.51338213,2.374034794,14.6035953,0.051849508,0.195680478,6.177865593,282.3473267,1.220026362,0.082087624,322.2763727,0.002004711,3.642499289,728.8404214,0.664495077,84.19523207,Pass
0.32969345,0.087942879,508.8259391,1.548628661,12.91721128,10.51338213,2.374034794,14.6035953,0.051849508,0.195680478,266.5595138,172.9809262,81.69354073,0.006796821,0.307977422,0.002004711,0.06010481,0.240065716,3.315007584,221.3364267,Pass
0.056073053,0.007728767,0.15395369,2.813972836,8.322398398,10.51338213,2.374034794,14.6035953,0.051849508,0.195680478,0.817701129,0.003492696,0.464040654,0.014266626,0.215276862,0.011862609,0.097412338,0.240065716,6.462789039,2.700328068,Excellent
1.03505897,0.042777856,0.627585,4.464217622,6.680183174,10.51338213,2.374034794,14.6035953,0.051849508,0.195680478,0.649035947,0.000137501,0.010002566,0.011940914,1.046849103,0.000696544,0.702258447,2.391494411,25.17846424,6.8997902,Pass
59.12681569,1127.816952,1.318187519,653.8641422,6.680183174,10.51338213,2.374034794,14.6035953,0.051849508,0.195680478,0.001732504,0.003013211,0.885657361,0.361666725,23.32046963,0.00118168,4.155197549,9.656147738,251.0127598,2625.176247,Pass
4.13587145,0.057344781,0.816777975,1612.027922,7.456215243,10.51338213,2.374034794,14.6035953,0.051849508,0.195680478,0.002183969,23.08149162,0.053852885,0.027396485,0.98619735,0.002944411,0.16138038,0.516547049,67.69603646,203.2426136,Pass
2.517776398,0.224595427,0.875237978,6.572846203,12.91721128,8.65053754,2.374034794,14.6035953,0.051849508,0.195680478,0.00960586,9.637022783,0.362129336,0.048131187,0.957202236,0.007697774,0.093228758,0.778726129,7.134661618,9.984686173,Excellent
3.099172508,0.003776604,0.005169396,15.62115489,12.91721128,12.77737982,2.374034794,14.6035953,0.051849508,0.195680478,402.4145402,0.018054923,0.002872701,0.01305207,0.402865448,0.003744037,0.12957774,0.117847502,22.80740299,28.584983,Pass
104.2193178,4.482969544,14.98671884,0.754997338,9.289205427,10.51338213,2.374034794,14.6035953,0.051849508,0.195680478,0.016326895,0.078053877,0.728041124,0.117177734,2.487297698,0.006992436,4.845246871,2.391494411,10.59709877,730.4434828,Good
7.96890793,0.524421136,2.370267282,0.384177092,12.91721128,10.51338213,2.374034794,14.6035953,0.051849508,0.195680478,0.57151753,0.42868534,0.240139627,0.006796821,0.307977422,0.002004711,0.06010481,0.240065716,3.315007584,221.3364267,Pass
7.568465277,0.004597854,1.289059214,1.575867271,6.680183174,10.51338213,2.374034794,14.6035953,0.051849508,0.195680478,29.45470506,0.039212103,0.46213013,0.011940914,1.046849103,0.000696544,0.702258447,2.391494411,25.17846424,6.8997902,Pass
0.195290924,7.395040413,0.003855777,0.61700002,6.680183174,10.51338213,2.374034794,14.6035953,0.051849508,0.195680478,0.008385419,0.106635908,0.003992574,0.361666725,23.32046963,0.00118168,4.155197549,9.656147738,251.0127598,2625.176247,Pass
3.585603864,923.071036,0.006680231,0.051188179,6.680183174,10.51338213,2.374034794,14.6035953,0.051849508,0.195680478,18213.83329,9.870576646,0.427257789,0.531810097,22.63482625,0.002315564,0.717842232,3.913805191,3626.081928,4768.978102,Fail
0.293987,1.15587092,0.012763412,3.676342937,7.456215243,10.51338213,2.374034794,14.6035953,0.051849508,0.195680478,150.7170074,1878.000638,0.011929281,0.027396485,0.98619735,0.002944411,0.16138038,0.516547049,67.69603646,203.2426136,Pass
1.459011345,4.157734498,33.88696876,3.716516279,14.41779441,10.51338213,2.374034794,14.6035953,0.051849508,0.195680478,0.124708459,0.015079956,19.39697364,12.70523307,38.73106605,0.15888046,263.1152297,749.0614404,0.332520147,0.463406355,Pass
5.898003296,7.292015249,0.112392552,9.132693519,14.41779441,8.65053754,2.374034794,14.6035953,0.051849508,0.195680478,0.24038275,0.161873045,0.049007188,0.010295192,0.542951818,0.001576558,0.16138038,0.177662285,2.345025796,14.86548195,Pass
254.7836633,3.097290545,166.7902834,0.004152579,12.91721128,8.65053754,2.374034794,14.6035953,0.051849508,0.195680478,1.23087552,0.034658077,1.683099871,0.048131187,0.957202236,0.007697774,0.093228758,0.778726129,7.134661618,9.984686173,Excellent
623.6892529,1710.447899,31.08673284,0.004380546,8.322398398,10.51338213,2.374034794,14.6035953,0.051849508,0.195680478,2.175972253,0.05212109,4.51690214,0.014266626,0.215276862,0.011862609,0.097412338,0.240065716,6.462789039,2.700328068,Excellent
0.020695237,0.32119959,0.466712781,0.114124343,12.91721128,12.77737982,2.374034794,14.6035953,0.051849508,0.195680478,0.004024946,83.73790701,29.34084954,0.01305207,0.402865448,0.003744037,0.12957774,0.117847502,22.80740299,28.584983,Pass
0.247230949,0.00193164,2.812271034,0.005680273,3.45468122,7.117766557,2.374034794,0.035407171,0.051849508,0.727610573,0.462383088,1.268292102,0.039822351,0.089726254,0.067228342,1.520135836,0.147816393,1.675577383,1.202851935,0.148634745,Pass
20.43497692,2.46E-05,0.421364249,0.142144863,3.095123009,7.117766557,2.374034794,0.035407171,0.051849508,0.727610573,0.000276544,22.43691269,0.2589064,0.022930374,0.025871901,0.775756921,0.311753786,0.697982901,0.894029748,0.519213707,Pass
2.121073191,0.108245212,0.1869683,7.014535125,3.85600905,7.117766557,2.374034794,0.035407171,0.051849508,0.727610573,10.40190457,0.031070944,0.011816839,0.046724639,0.05790976,0.671615396,0.200988435,0.361913684,0.481829312,5.342216889,Pass
2.104886394,0.007927256,0.909257286,29.94644001,4.303958845,7.117766557,2.374034794,0.035407171,0.051849508,0.727610573,0.096109733,0.226824558,0.00028815,0.049580076,0.014675264,6.742188482,1.927394021,1.111449225,3.941422371,0.709827141,Pass
2.194454391,0.01136601,0.159138416,1.291041025,4.303958845,7.117766557,2.374034794,0.035407171,0.051849508,0.727610573,0.014322559,0.019345829,62.41552047,0.001898625,0.001872135,0.940154031,1.617015714,0.154942404,0.036821782,0.047673683,Pass
0.188360461,0.359950813,8.683719293,0.964720408,2.772987095,7.117766557,2.374034794,0.035407171,0.051849508,0.727610573,0.014903719,0.172025656,5.32E-05,0.026595871,0.035924418,0.610076037,28.66887258,3.41329835,0.057463901,0.2276727,Pass
6.626295586,0.000959786,8.026584898,2.529780987,3.85600905,7.117766557,2.374034794,0.035407171,0.051849508,0.727610573,2.56E-06,5.805745789,0.493236245,0.098075694,0.051393863,2.705842156,0.396884468,0.57630163,0.044875738,0.032944291,Pass
0.220974878,1.458935336,1.032778474,0.143232343,2.772987095,7.117766557,2.374034794,0.035407171,0.051849508,0.727610573,0.198904323,11.5704098,0.841873983,0.006598196,0.012269452,0.326659706,0.097412338,0.08256871,0.056060473,0.277800643,Pass
0.334564356,2.196710283,1242.810945,0.081298271,4.303958845,3.262468451,2.374034794,0.035407171,0.051849508,0.727610573,0.001036214,21032.71457,0.018627425,0.014266626,0.013825017,0.986432451,0.244883413,0.426495987,0.043779748,0.053414955,Pass
0.048958999,4.512415945,11.09930599,489.0111129,4.803946644,7.117766557,2.374034794,0.035407171,0.051849508,0.727610573,13.74668606,0.21918884,0.968070508,0.016063631,0.013825017,1.195475568,0.141468104,0.253571315,0.123675581,0.105673928,Pass
1.080370051,0.054022779,4.969565317,10.48216384,4.803946644,3.262468451,2.374034794,0.035407171,0.051849508,0.727610573,0.290950591,0.002538042,0.267533462,0.007001425,0.037012623,0.063763487,0.250317609,0.138877,1.430146811,0.058170258,Pass
457.6241495,0.482065962,0.078482319,4.340284739,4.803946644,3.965022677,2.374034794,0.035407171,0.051849508,0.727610573,0.00106244,0.105957289,0.000719564,0.135908989,0.037012623,7.787640674,0.602244355,0.53087818,11.13431958,1.665458566,Pass
1.757628108,0.874510166,0.055573105,0.055112612,5.362017666,3.965022677,2.374034794,0.035407171,0.051849508,0.727610573,0.714978279,0.00324907,0.593472072,0.092427276,0.044270112,3.12541343,0.055053014,1.543510248,0.715660122,0.437794099,Pass
56.30218037,0.232552473,0.00194067,4240.561479,5.362017666,3.965022677,2.374034794,0.035407171,0.051849508,0.727610573,55.35007046,0.21260947,0.112240994,0.001589116,0.005481529,0.124947853,0.012376642,0.011199823,0.715660122,0.024097596,Pass
10.18691278,0.00297146,0.025794219,0.002965494,5.362017666,4.818868004,2.374034794,0.035407171,0.051849508,0.727610573,35279.27069,0.609869755,0.708581345,0.059236705,0.013024031,10.90145017,0.196625135,0.070065715,1.700392078,0.191970596,Pass
0.188552117,334.7427199,0.007462744,48.95900319,4.803946644,4.818868004,2.374034794,0.035407171,0.051849508,0.727610573,0.180229155,6.89E-08,0.107538042,0.033717795,0.059663935,0.377311969,0.261550448,1.675577383,1.116855843,0.140419771,Pass
5.989881807,65.4321545,0.002782525,0.023866451,4.803946644,4.818868004,2.374034794,0.035407171,0.051849508,0.727610573,14.58961616,0.879693076,17.9155953,0.021609758,0.033843049,0.457271291,257.4032069,0.800331182,0.32439908,0.13648415,Pass
56.82855729,0.012187086,0.000167125,376.1004861,4.803946644,4.818868004,2.374034794,0.035407171,0.051849508,0.727610573,312.1881461,3.79852974,47.23034057,0.05419373,0.0266556,2.978784845,0.141468104,0.282904651,0.367088995,0.215089335,Pass
182.9224744,10.33981742,11.69253794,21.34738477,4.303958845,7.117766557,2.374034794,0.035407171,0.051849508,0.727610573,1.251491967,0.000332118,23.98668454,0.022260275,0.051393863,0.233355047,4.064991508,1.052251724,0.066653845,2.551082177,Pass
0.007048783,12.24124527,1.433373384,0.006583278,4.803946644,5.856584117,2.374034794,0.035407171,0.051849508,0.727610573,79875.99218,0.000168672,23.64226526,0.009702267,0.003609607,4.590438588,0.055053014,0.028398857,0.395354253,0.152920738,Pass
0.294543489,0.063219889,1.607423219,61.918621,4.803946644,5.856584117,2.374034794,0.035407171,0.051849508,0.727610573,0.209320027,0.700467252,0.03528598,0.03685539,0.008836164,9.437984473,0.093228758,0.159241141,2.40373161,0.014445912,Pass
0.381302149,29.39970141,3.689781377,17.709316,4.803946644,5.856584117,2.374034794,0.035407171,0.051849508,0.727610573,2.089605145,0.77777997,0.355849466,0.293862542,0.093349888,6.124409372,40.73081954,3.808151469,1.173474944,2.700328068,Pass
0.068585708,2.129381033,0.270184351,0.302848427,4.803946644,7.117766557,2.374034794,0.035407171,0.051849508,0.727610573,150.6256776,20.75060425,1.561807403,0.012670647,0.014675264,0.739362331,0.154449557,0.253571315,0.154500223,0.014445912,Pass
0.078364301,0.429499392,0.001146239,29.26107913,4.803946644,5.856584117,2.374034794,0.035407171,0.051849508,0.727610573,0.00101256,0.138586462,1.277759568,0.028221199,0.013418549,3.12541343,0.031803892,0.221144004,38.33373965,1.404292532,Pass
0.139489061,0.006286184,0.450596754,0.083870917,4.303958845,5.856584117,2.374034794,0.035407171,0.051849508,0.727610573,0.050437421,0.384561608,4.255571617,0.104069298,0.032848032,5.83708307,0.615608732,0.94314764,0.063437857,0.053414955,Pass
155.894792,12.15323881,4.212624436,2.513119545,4.803946644,7.117766557,2.374034794,0.035407171,0.051849508,0.727610573,0.004252141,0.058645225,0.688332164,0.225018733,0.099090964,3.610043952,2.104256324,0.135127996,0.075425284,0.490517004,Pass
0.006192681,18.40628118,149.749844,3.025791732,4.803946644,7.117766557,2.374034794,0.035407171,0.051849508,0.727610573,4.89E-05,0.04396217,19.11838017,0.01305207,0.013418549,0.940154031,0.196625135,0.087213855,0.042710524,0.24099223,Pass
10.29809865,6716.996817,35.8964211,0.873866256,4.303958845,5.856584117,2.374034794,0.035407171,0.051849508,0.727610573,0.001525437,41.42110064,0.000974437,0.0155942,0.04296853,0.183516664,0.041387068,0.192863576,0.029475396,0.128940734,Pass
0.09356345,137.5370615,0.084605071,5.39E-06,4.803946644,5.856584117,2.374034794,0.035407171,0.051849508,0.727610573,0.695499554,28.77697094,5.933298859,0.03685539,0.011908719,5.83708307,0.894024332,0.108558894,0.043779748,0.140419771,Pass
1.004665477,0.04659777,11.53128303,6.140673922,27.87913023,12.77737982,0.152058832,0.035407171,0.593081227,372.4505622,0.06799565,1.014890684,0.026147806,0.907000844,0.228516524,8.995201991,0.04618754,0.074007466,0.101479229,0.841838624,Excellent
0.415049056,0.001948495,0.014606359,0.850136763,22.37788769,22.93717192,0.152058832,0.035407171,0.593081227,372.4505622,2.60E-05,22.19761837,0.002044744,2.080965966,0.415068857,13.21166727,0.19235656,0.142730017,0.632433793,2.213065374,Good
7.837457395,4660.175927,0.026035372,0.025999365,31.11782871,18.87298153,0.152058832,0.035407171,0.593081227,372.4505622,0.001263114,0.099408727,0.352288931,0.805536497,0.19684164,9.437984473,0.5279351,0.111570762,0.104019679,9.168457919,Good
0.250108345,173.956308,1289.141746,0.037510272,27.87913023,15.52891668,0.152058832,0.035407171,0.593081227,372.4505622,0.324983312,25.46404313,3.958585424,1.256881929,52.19882423,0.002429546,3.976743769,42.32465296,0.047150717,9.704839965,Pass
0.0147502,0.040984562,1.990307859,0.34421477,27.87913023,15.52891668,0.152058832,0.035407171,0.593081227,372.4505622,12.26373415,10.37088069,65.80265694,331.7802619,1713.939857,0.073650733,12.18039331,17.15492047,3.155061478,0.450418214,Fail
0.000809699,0.995747358,0.005053654,0.605863015,31.11782871,12.77737982,0.152058832,0.035407171,0.593081227,372.4505622,0.079086536,6.317754956,3.067232043,121.0346045,50.6641305,3.974194942,2.348328279,3.144265992,16.95179277,5.985572289,Fail
0.703528731,68.66641619,0.007146047,0.643375768,27.87913023,12.77737982,0.152058832,0.035407171,0.593081227,372.4505622,799.0226933,13.07692355,0.287327196,46.85217967,13.62871803,7.422283973,0.164961565,0.022815024,103.065946,3.907644659,Pass
1.493221107,0.004132112,1.357412417,32.00297008,24.97751079,15.52891668,0.152058832,0.035407171,0.593081227,372.4505622,7794.192747,407.358663,2.631696026,408.3333645,29.60862966,71.01489899,0.036280433,0.014327687,1.144815421,0.2276727,Fail
0.038912023,5.517016124,5.760718859,6.773573973,31.11782871,12.77737982,0.152058832,0.035407171,0.593081227,372.4505622,159.5113887,0.114854614,0.306568818,12.70523307,11.39447302,1.254322011,0.576379693,0.032563105,69.39075167,8.911488582,Pass
1.028918793,63.00717193,0.591178085,0.044264879,27.87913023,18.87298153,0.152058832,0.035407171,0.593081227,372.4505622,57900.31979,0.000542217,0.002841498,1.794162977,0.731749714,4.169821889,0.012107955,0.068174281,0.083266509,0.043776454,Pass
3.804958412,0.000110331,0.141101794,3.539755517,0.923947288,1.230409133,0.038483444,17.8500214,0.051849508,0.073077532,0.035355925,8.723129657,483.1321205,0.253361805,1.252116813,0.073650733,0.083539089,0.12793087,0.154500223,5.192487682,Excellent
2.067629631,5.77E-06,3.367027695,0.591227123,0.923947288,1.012395465,0.038483444,17.8500214,0.051849508,0.073077532,1.198341266,0.798461552,2.340962883,4.918162576,1.369383934,8.1709818,0.013512352,0.221144004,0.109292965,0.004135416,Pass
0.209742083,0.021714943,10579.03299,0.002738639,0.923947288,1.230409133,0.038483444,17.8500214,0.051849508,0.073077532,54.04217322,0.000526219,33.41984268,0.135908989,0.249918261,0.3596104,0.06010481,0.089633524,2.287753742,0.186590132,Excellent
238.9328969,0.02293068,5.208640557,11.17064008,1.786601059,3.965022677,0.152058832,0.035407171,0.593081227,0.727610573,0.798892254,0.330455865,2.911253588,15.63676674,0.849499635,109.4370858,67.47764491,2.326935683,0.316476352,0.086605518,Fail
1.428198095,0.05675544,0.161158204,5.024751596,0.741629616,1.81739051,0.152058832,0.035407171,0.593081227,0.727610573,0.004263196,5195.352037,1.963374439,1.903807903,0.776752779,3.974194942,7.036561332,14.96110789,6.150965335,46.34689417,Excellent
0.195101887,0.003044023,0.00197537,6.565048117,1.786601059,3.965022677,0.152058832,0.035407171,0.593081227,0.727610573,299044.9884,0.000688457,6.296932405,0.564310087,0.191054313,5.563236664,3.486064425,3.231500811,0.024790838,0.751354139,Excellent
0.185445183,71.96062931,11.08255019,99.72503262,0.923947288,2.208755332,0.152058832,0.035407171,0.593081227,0.727610573,0.064280068,0.302457438,0.117153735,0.361666725,0.037012623,38.02428651,3.336347988,0.800331182,0.01753696,0.065175617,Pass
0.028695399,1.447366717,154.0286761,0.000935043,1.600654212,3.965022677,0.152058832,0.035407171,0.593081227,0.727610573,4652.398263,38.73079877,0.077989778,0.098075694,0.027463039,7.422283973,0.028498375,0.030828744,0.253335536,0.818243957,Pass
1.215886583,0.036112395,94.90928663,0.077978706,1.600654212,3.262468451,0.152058832,0.035407171,0.593081227,0.727610573,0.857126356,0.098217392,0.219924741,0.635389865,0.669086366,0.896046761,29.30506222,201.3899909,0.079248976,0.13648415,Good
7.486746732,0.000657344,0.170501358,0.093731879,1.600654212,3.262468451,0.152058832,0.035407171,0.593081227,0.727610573,0.506840312,0.272308234,42.62005865,0.598796218,0.05620716,41.85985799,23.01920287,0.131480196,17.81116533,6.8997902,Pass
0.004412314,1.31669102,0.054848751,5.759613654,1.600654212,3.262468451,0.152058832,0.035407171,0.593081227,0.727610573,0.031168323,0.000103153,0.02297387,0.113753424,0.037012623,5.83708307,1.089275258,2.668144422,0.395354253,0.019195763,Pass
0.370877057,4.858560804,0.214888178,4.03901623,1.284805512,2.208755332,0.152058832,0.035407171,0.593081227,0.727610573,0.124593785,9.485776762,4.586066335,0.025818655,0.05620716,0.269539372,0.056274693,0.342637602,0.019360105,0.018657753,Pass
0.117482021,28320.96042,4.27279576,0.586965571,1.284805512,2.208755332,0.152058832,0.035407171,0.593081227,0.727610573,0.21016064,15.16346091,0.063002415,0.072904648,0.368366087,0.073650733,59.15176614,77.2793043,0.043779748,0.176277381,Good
30.89493447,0.632959383,1.271846387,0.102789811,1.284805512,2.684398366,0.152058832,0.035407171,0.593081227,0.727610573,1.86196652,544.93646,0.008851191,0.046724639,0.025111243,2.457908898,0.219431616,0.2752676,0.079248976,1.056810637,Pass
82.19796355,12.34209699,0.001148352,0.00586062,1.600654212,2.684398366,0.152058832,0.035407171,0.593081227,0.727610573,671.8176618,13.15383888,0.058702526,0.182832903,0.150478977,1.316065128,122.0463563,98.86171067,0.126771699,1.975195462,Pass
0.010374149,0.040968663,0.044181101,0.100868125,1.786601059,2.684398366,0.152058832,0.035407171,0.593081227,0.727610573,27.13484139,125.9381624,0.561574827,0.330877093,0.191054313,2.342596248,63.17770075,11.69496261,0.030213289,0.751354139,Good
0.437901328,112.6831299,4.75901108,1.387356807,1.786601059,3.262468451,0.152058832,0.035407171,0.593081227,0.727610573,0.003674272,6.23000034,5.781948822,0.694515808,0.155037215,10.90145017,0.657507743,9.141846402,5.173385346,2.032151678,Pass
0.003455853,0.362688992,0.711980845,15.7920909,1.994149218,3.262468451,0.152058832,0.035407171,0.593081227,0.727610573,0.022722393,0.144070767,36.08430234,3.549082459,0.542951818,20.35976092,2.348328279,40.0703766,0.207868801,0.073024622,Good
11.96989316,0.000587365,6.428193662,0.020823379,2.225808096,3.262468451,0.152058832,0.035407171,0.593081227,0.727610573,0.000553313,0.0319283,0.914750736,0.027396485,0.063333305,0.244841784,0.065620172,0.198214402,0.0158855,0.094315633,Pass
1.435279787,105.2204683,0.891904063,0.348153731,1.600654212,4.818868004,0.152058832,0.035407171,0.593081227,0.727610573,2.964670416,0.066409664,6.300477862,0.231792454,0.071362927,6.42587911,1.270170064,3.144265992,0.05469132,0.012180601,Pass
286.8028854,698.5409931,0.076293634,361.0048602,1.151084818,2.208755332,0.152058832,0.035407171,0.593081227,0.727610573,0.681284747,0.16545057,2.231441685,0.245957759,0.290134,0.739362331,5.903427177,457.7070551,0.531920364,0.033894264,Good
2.559073945,2.78209452,45.26845124,0.000396413,1.031281579,2.208755332,0.152058832,0.035407171,0.593081227,0.727610573,5378.562108,301.919602,9.207768531,0.199846343,0.044270112,10.90145017,2.198683452,2.143529215,0.531920364,0.026999634,Pass
